"gene","marv.count","marv.lof.count","marv.ms.count","MSZ","pLI","pRec","pNull","scale.msz","lof.ms.aggregate","brain.expressed"
"ESYT1",1,0,1,0.961069701179645,2.14071709405869e-07,0.99999934780968,4.38118610852483e-07,0.0692634989552085,0.223460471175114,TRUE
"EIF2B5",1,0,1,0.945325963312218,0.996711860525997,0.00328813787646591,1.59753655465205e-09,0.0681288607806899,0.219799859382239,TRUE
"MDC1",2,0,2,0.471303335473949,0.00094184680344876,0.999053640460675,4.51273587610487e-06,0.0339664418138641,0.219167590617291,TRUE
"SCARB2",2,0,2,0.470460655850054,0.072442869057668,0.927026675026707,0.000530455915624696,0.033905710589919,0.218775723959599,TRUE
"ADPRM",1,0,1,0.936348223757164,0.0655967752653321,0.870972800345595,0.063430424389073,0.0674818425118502,0.217712425028001,TRUE
"EMILIN1",1,0,1,0.935875296543583,0.00521656081419512,0.993659209776448,0.0011242294093567,0.0674477590384834,0.217602463661153,FALSE
"ADSL",1,0,1,0.932016760036775,0.000212575309664513,0.995213296293996,0.00457412839633915,0.0671696775018582,0.21670530668617,TRUE
"SLC6A12",1,0,1,0.931046222654639,7.90050068276314e-07,0.906866608353463,0.0931326015964687,0.0670997316749624,0.216479644863267,TRUE
"SLC25A6",1,1,0,1.88114373376481,0.0669196984002589,0.871373453671712,0.0617068479280292,0.135572473961346,0.215898814830143,TRUE
"LAMC1",1,0,1,0.928304558369642,0.999999624623106,3.75376893693012e-07,3.96446497756518e-19,0.0669021421961698,0.215842174352879,TRUE
"DACT1",1,0,1,0.928282781059453,0.81659755259209,0.183214244323794,0.000188203084115266,0.0669005727234253,0.215837110861657,FALSE
"OS9",1,0,1,0.928212935588178,1.13151214875817e-07,0.933380258819073,0.0666196280297121,0.066895539018044,0.21582087093452,TRUE
"DKK3",1,0,1,0.927936208233133,1.88888907624104e-05,0.695129650855814,0.304851460253423,0.0668755955063054,0.215756528436708,TRUE
"SCUBE2",6,4,2,0.46348193807279,1.4930424797099e-13,0.748934738093863,0.251065261905987,0.0334027601682368,0.215530449324751,FALSE
"PIEZO2",1,0,1,0.92650485379638,0.603955312622787,0.396028967982347,1.57193948657719e-05,0.0667724389751892,0.215423721007171,FALSE
"MAP3K2",1,0,1,0.925257341138925,0.999560916816359,0.000439081759684218,1.4239571592295e-09,0.0666825317691456,0.215133659041957,TRUE
"TGM1",2,1,1,0.923695451499565,5.30650116807075e-07,0.991605613629215,0.00839385572066874,0.0665699676738764,0.214772212582873,FALSE
"MYO1E",3,1,2,0.12726372603932,0.0479778930717418,0.952022092725196,1.42030619920592e-08,0.00917179154096829,0.213968808014074,FALSE
"ETV4",1,0,1,0.919054379710447,0.00270290986689264,0.99440207828221,0.00289501185089696,0.0662354894662895,0.213691394571662,TRUE
"RPH3A",1,0,1,0.917497445313608,0.738603478065915,0.261396346696508,1.75237577216936e-07,0.0661232824912528,0.213329388264024,TRUE
"DMTN",1,0,1,0.916527977786915,0.961762589977884,0.0382341366445303,3.27337758520153e-06,0.0660534137679544,0.213103975195609,TRUE
"TRAK1",1,0,1,0.915441326380165,9.70917112523944e-05,0.999320129188996,0.000582779099751659,0.0659750996992831,0.212851315440487,TRUE
"ZNF445",1,0,1,0.913670224831751,0.996478491372579,0.00352149929404854,9.33337285074954e-09,0.0658474578746604,0.212439512648221,TRUE
"DOCK1",2,0,1,0.911123904770185,0.36842317046063,0.631576829539275,9.49676081056938e-14,0.0656639466925813,0.211847462061233,TRUE
"RSF1",1,0,1,0.90869064352084,0.999999962570394,3.74296059174351e-08,1.74193208212563e-19,0.0654885835656459,0.21128169903218,TRUE
"CERS6",2,0,2,0.453103882576225,0.684541332373748,0.315421385931555,3.72816946973672e-05,0.0326548222869769,0.210704399415523,TRUE
"DNAJB6",1,0,1,0.902643133167519,0.963595740652646,0.0363899565582552,1.43027890983652e-05,0.0650527444932823,0.209875578839928,TRUE
"IL20RB",2,0,2,0.451305292631574,0.000354183473406977,0.829449278191053,0.17019653833554,0.032525199396359,0.209868011053703,FALSE
"TBC1D28",1,0,1,0.902249855753573,1.44444385458443e-05,0.405209139143817,0.594776416417637,0.0650244013151376,0.209784137026588,FALSE
"ULK1",1,0,1,0.899950916578685,0.964459663318906,0.0355403321067721,4.57432203472228e-09,0.0648587186690793,0.209249605524249,TRUE
"PRB3",1,0,1,0.89377963715685,2.57026606514489e-07,0.290048959411042,0.709950783562351,0.064413959662254,0.207814707508357,FALSE
"SENP7",1,0,1,0.886412257491526,0.987260725175161,0.01273927480996,1.48795600813182e-11,0.0638829986995627,0.206101701542902,FALSE
"ASAH2",4,4,0,0.249774646534008,0.015900691207307,0.882662215767239,0.101437093025454,0.0180010523149476,0.205197600629018,FALSE
"ADAMTS9",3,1,2,0.44060636444338,4.22655241635146e-07,0.999999577333435,1.13228883651602e-11,0.0317541364854429,0.204894111074418,FALSE
"TBC1D2B",1,0,1,0.8790259956987,6.50996889622544e-05,0.994877080364906,0.0050578199461318,0.06335067691755,0.204384305251642,TRUE
"HDAC9",1,0,1,0.878627048348487,0.998375125074442,0.0016248749138385,1.17196112074122e-11,0.0633219251117853,0.204291545108707,TRUE
"PKNOX2",1,0,1,0.875298012356987,0.91736894679552,0.0826081748735715,2.28783309086602e-05,0.0630820042396196,0.203517503485808,TRUE
"PPP2R1B",2,0,2,0.437283789258252,2.18828630617287e-07,0.971511040212911,0.0284887409584586,0.0315146812382519,0.203347668675746,TRUE
"CCM2",1,0,1,0.865049885520434,0.483088350953085,0.515904176926862,0.00100747212005355,0.0623434302094892,0.201134688536229,TRUE
"CYP4Z1",1,0,1,0.862393720838186,5.28062048296512e-06,0.86679380244775,0.133200916931767,0.0621520026163938,0.200517097730187,FALSE
"HTATIP2",2,0,2,0.430765211151439,3.64419690390924e-12,0.00330864413719737,0.996691355859158,0.0310448927022732,0.200316370252016,TRUE
"FOXP3",1,0,1,0.857137364012574,0.948721767538971,0.0511128713514846,0.000165361109544365,0.0617731813248141,0.199294930418624,TRUE
"GAB3",1,0,1,0.855405103313524,0.990602402777157,0.00939508748109694,2.50974174584155e-06,0.0616483387280997,0.198892158599335,FALSE
"MYSM1",1,0,1,0.85068914803024,0.0202316448544944,0.979762002689363,6.35245614292827e-06,0.0613084637289861,0.197795641262091,TRUE
"PPAP2C",1,0,1,0.850067261263174,0.00286074472408096,0.940271496985983,0.0568677582899361,0.0612636448637279,0.197651044975458,FALSE
"METTL17",1,0,1,0.844878207971789,5.78059529660905e-08,0.646694376886109,0.353305565307938,0.0608896740822276,0.196444526559548,TRUE
"SHB",1,0,1,0.844130889503274,0.744183629095086,0.25533369808822,0.000482672816693961,0.0608358154579263,0.196270765866763,TRUE
"DOHH",1,0,1,0.841877991636051,0.0201020241741167,0.743880885399026,0.236017090426857,0.0606734509708542,0.195746939532106,TRUE
"INPP5K",1,0,1,0.838472957531148,0.0133887227764052,0.979756347384334,0.00685492983926039,0.0604280529774746,0.194955227417453,TRUE
"DPY19L3",1,0,1,0.836582957023218,0.0800404724813009,0.919941055103366,1.84724153332331e-05,0.0602918422031201,0.19451577916151,TRUE
"SYT14",1,0,1,0.831196343156305,0.966548706607067,0.033439703718996,1.15896739370846e-05,0.0599036333942427,0.193263325493206,FALSE
"ADAMTS7",2,0,2,0.413410986693955,2.98948787387487e-07,0.999966964385075,3.27366661373355e-05,0.0297941880904183,0.192246230969947,FALSE
"SLC16A3",1,0,1,0.82675628871895,0.325132712059301,0.658912766879805,0.0159545210608934,0.0595836423410389,0.192230958480286,TRUE
"ZNF454",1,0,1,0.824229689295884,4.44345719446746e-05,0.853005902499314,0.146949662928741,0.0594015524090756,0.191643493183174,FALSE
"KIAA1958",1,0,1,0.822488622623004,0.0490021397440159,0.928215520363684,0.0227823398922999,0.0592760751731062,0.191238673867164,TRUE
"SON",1,0,1,0.819348182564962,0.999999910132538,8.98674620922816e-08,2.97632768339336e-19,0.0590497462539736,0.190508483107633,TRUE
"OPRK1",1,0,1,0.81515781057318,0.0188155191797378,0.898090681253453,0.0830937995668089,0.0587477496082376,0.189534170319982,FALSE
"SSH1",1,0,1,0.810815379893184,0.987158740858356,0.0128412500900818,9.0515625562422e-09,0.058434794218532,0.188524502025782,TRUE
"DUSP11",1,0,1,0.804444040294757,9.06000699119451e-05,0.93400983428852,0.0658995656415684,0.057975617040147,0.187043087569647,TRUE
"PDSS2",1,0,1,0.802479264566412,1.89564464414184e-05,0.695884938159045,0.304096105394514,0.0578340172774655,0.186586253159541,TRUE
"PFAS",1,0,1,0.8019485747963,2.79097135483484e-08,0.999959618205718,4.0353884568516e-05,0.0577957709043954,0.186462861291156,TRUE
"CDC42EP4",2,0,1,0.800488746092009,0.0975901833443728,0.770810384492394,0.131599432163233,0.0576905622563542,0.186123433245827,TRUE
"TDRD9",2,0,2,0.39710708112376,3.82298905718051e-07,0.999438650767096,0.000560966933998266,0.0286191790925892,0.18466451568699,FALSE
"ACP5",1,0,1,0.792266987305658,0.123568347500175,0.852201267605143,0.0242303848946813,0.0570980268966301,0.184211773675214,FALSE
"ZNF740",1,0,1,0.787629525198412,0.653748287756941,0.340460970564576,0.0057907416784824,0.056763808835832,0.183133506962332,TRUE
"BPNT1",1,0,1,0.786883018762596,0.00021897484271604,0.913000828599207,0.0867801965580766,0.0567100087340562,0.18295993507709,TRUE
"BZRAP1",1,1,0,0.658323659629021,0.0566264084919234,0.943373591059783,4.48293856534019e-10,0.0474448419869398,0.18269022087294,TRUE
"ZBTB40",1,0,1,0.782043261069884,1.21207769768767e-05,0.999514312332203,0.000473566890819946,0.0563612113976287,0.181834632164034,TRUE
"PCNX",2,0,2,0.390225637686099,0.999999565127288,4.3487271174296e-07,7.87880168975314e-24,0.0281232391521565,0.181464475999843,TRUE
"B4GALNT1",1,1,0,2.45453117778802,0.0560737731652395,0.94000893929846,0.00391728753630009,0.176896033096843,0.180907288269886,TRUE
"ARID5A",1,0,1,0.775970963040817,0.971125743700561,0.0288346018303151,3.96544691235467e-05,0.0559235858979633,0.180422748533715,TRUE
"MICAL2",1,0,1,0.774475143309369,0.132223746243123,0.867775934645877,3.19111000286756e-07,0.0558157834063447,0.180074952133962,TRUE
"VPS28",1,0,1,0.773204035850333,0.115974874224198,0.857110730916056,0.026914394859746,0.0557241757424543,0.179779404088527,TRUE
"PDE6C",1,0,1,0.771554496428468,7.4249966167879e-08,0.998807997782114,0.00119192796792033,0.0556052947998102,0.179395865978877,FALSE
"MED4",1,0,1,0.769712314030679,0.06162002785339,0.92224040785559,0.0161395642910194,0.0554725302371276,0.178967536018943,TRUE
"NECAB3",1,0,1,0.765338036977783,0.797631144685702,0.202121581985031,0.00024727332926661,0.0551572797056509,0.177950463053173,TRUE
"SMEK2",1,0,1,0.762621469160115,0.811197027412435,0.188801278969732,1.69361783311804e-06,0.0549614989085143,0.177318827778676,TRUE
"PTAR1",1,0,1,0.759809708114534,0.73155829105821,0.267885691039082,0.000556017902707458,0.0547588576141276,0.17666505891331,TRUE
"NUB1",1,0,1,0.753846644912129,1.14912569365706e-05,0.946016051333734,0.0539724574093294,0.0543291045781275,0.17527857371747,FALSE
"RYR3",1,0,1,0.753375061599516,0.999999945238815,5.47611850870598e-08,8.09162693365091e-38,0.0542951179585927,0.175168924824049,TRUE
"C11orf84",1,0,1,0.752727920066442,0.471418765181543,0.52324378638431,0.00533744843414652,0.0542484790032235,0.175018456495144,TRUE
"CYP17A1",1,0,1,0.749571447681815,0.0350306078051602,0.956930132145824,0.00803926004901614,0.0540209946475661,0.17428453802341,FALSE
"CARS",1,0,1,0.745489018443904,2.96288607598974e-06,0.999273135194712,0.000723901919212392,0.0537267773468774,0.173335323247496,TRUE
"INTS7",1,0,1,0.740082514016889,0.860980155121656,0.139019695607453,1.49270891142183e-07,0.0533371350417748,0.172078244780463,TRUE
"SESN1",1,0,1,0.739842939135914,0.000638247819798128,0.977314601080787,0.0220471510994145,0.0533198690781327,0.172022540687702,TRUE
"PLG",1,0,1,0.738656044943516,0.00243511733948206,0.997536808056632,2.80746038859423e-05,0.0532343305947592,0.171746573257719,FALSE
"RNASE2",1,0,1,0.73859839118666,0.0380227485132804,0.836273074798468,0.125704176688251,0.0532301755361585,0.171733168053439,FALSE
"GSKIP",1,0,1,0.735798712173437,0.718816129437916,0.267327299410232,0.0138565711518516,0.053028404983857,0.171082208408508,TRUE
"GLCCI1",1,0,1,0.732434084439151,0.24528207975459,0.753361140011309,0.00135678023410023,0.0527859190442084,0.170299891269689,TRUE
"CPS1",1,0,1,0.730550400760378,0.0833573677195577,0.916642631094805,1.18563737508237e-09,0.0526501635185098,0.169861911753857,FALSE
"C10orf71",1,0,1,0.727144545185496,9.35244270248519e-05,0.936530559068521,0.0633759165044536,0.0524047063224678,0.169070008637378,FALSE
"THOP1",1,0,1,0.726813483422457,0.0234920934710946,0.973497541476196,0.00301036505270917,0.0523808469748573,0.168993032724532,TRUE
"CNKSR3",1,0,1,0.723783318430078,0.211063418499667,0.788859474830469,7.71066698639359e-05,0.052162465488555,0.168288482267782,FALSE
"SLC16A13",1,0,1,0.723537024040394,7.50511260026083e-07,0.284063611077694,0.715935638411046,0.0521447152554745,0.168231215806984,FALSE
"RRP12",1,0,1,0.722297502373432,4.36448365338862e-06,0.999994938445879,6.97070467504461e-07,0.0520553839535104,0.167943011844887,TRUE
"EIF3J",1,0,1,0.721831490843531,0.859084260110388,0.140463030401696,0.000452709487916176,0.05202179888775,0.167834658459158,TRUE
"PAEP",2,0,2,0.359601403763945,0.0316183735787673,0.81467678550802,0.153704840913213,0.0259161759270151,0.167223457407286,FALSE
"TIFA",1,0,1,0.715878917952578,0.118201140622243,0.779185691109029,0.102613168268728,0.0515928018798252,0.166450612389155,FALSE
"C16orf62",1,0,1,0.715701775379149,1.28585119520756e-05,0.999983533143218,3.60834482976074e-06,0.0515800353609821,0.16640942457221,TRUE
"KLHL4",1,0,1,0.715079757983251,0.872766936888335,0.127162784235703,7.02788759628048e-05,0.0515352070814119,0.166264797912774,FALSE
"RIC8A",1,0,1,0.714155766022502,0.000378552821267232,0.955448939404384,0.0441725077743492,0.0514686157445615,0.166049958470164,TRUE
"SLC25A29",1,0,1,0.710493745218461,0.00606097276523407,0.734754721925569,0.259184305309197,0.0512046969321972,0.165198493801868,TRUE
"TANK",1,0,1,0.710150204801593,0.943798417923446,0.0561591815396147,4.24005369396905e-05,0.05117993825832,0.16511861644924,TRUE
"STARD10",1,1,0,1.78266448593711,0.0510371457810707,0.927512999083427,0.0214498551355019,0.128475155972181,0.164657934059126,TRUE
"ASL",1,0,1,0.706207804439637,3.8494991468686e-08,0.790795731135669,0.209204230369339,0.0508958127229752,0.164201960101254,FALSE
"VAV3",3,1,2,0.213763354397613,0.0200593234937473,0.979940413084951,2.6342130143681e-07,0.0154057482571843,0.164121327676923,TRUE
"FERMT1",1,0,1,0.697842731165262,7.56849863577804e-07,0.976026841773364,0.0239724013767728,0.0502929488065612,0.162256978157684,TRUE
"AKAP1",1,0,1,0.697082783563099,0.561768712699788,0.438208969371885,2.23179283275697e-05,0.050238180011037,0.162080281036717,TRUE
"TMEM251",1,0,1,0.690269724861498,0.0771120001365747,0.750153245570923,0.172734754292503,0.0497471685020061,0.16049616148146,TRUE
"ZFYVE9",1,0,1,0.684144847363049,0.943796743559468,0.0562032420307089,1.44098235469962e-08,0.0493057536434439,0.159072052480819,FALSE
"MKS1",1,0,1,0.682601492344875,3.9743813098665e-09,0.932522593869199,0.0674774021564196,0.0491945253230031,0.158713203544963,TRUE
"TEPP",2,0,2,0.338921583409387,6.79569807856734e-05,0.729947500819223,0.269984542199991,0.0244257983677562,0.157606834607557,FALSE
"CD72",2,0,2,0.338027035361274,0.956612026422468,0.0433658179567191,2.21556208132244e-05,0.0243613290293515,0.157190847862632,FALSE
"PLEKHB2",1,0,1,0.674488868711447,3.5372142088758e-06,0.573002701184583,0.426993761601208,0.0486098552435403,0.156826919233464,TRUE
"TP53BP1",1,0,1,0.674335267203095,0.999855964238627,0.000144035761373375,5.35809831021925e-17,0.0485987853097986,0.156791205002345,TRUE
"PSMD8",1,0,1,0.67319049026842,0.176154540930518,0.810940345605003,0.0129051134644784,0.0485162821823756,0.156525030350393,FALSE
"CCL5",1,0,1,0.673111413216818,0.0129094216451699,0.657313117542928,0.329777460811902,0.0485105831646308,0.156506643967815,FALSE
"LLGL2",2,0,1,0.672849770776228,8.27305979414576e-07,0.999084867964045,0.000914304729975156,0.048491726810208,0.156445808897287,FALSE
"FICD",1,0,1,0.663646406984363,0.00638582212011792,0.74494475973827,0.248669418141612,0.0478284479891196,0.154305914145843,TRUE
"ZHX3",1,0,1,0.662310700018069,0.354421202947907,0.645030827494446,0.000547969557647497,0.0477321846921383,0.153995345924128,TRUE
"UQCRC2",1,0,1,0.660051573370473,0.00723554333965841,0.989327849656086,0.0034366070042555,0.0475693713020133,0.153470071321779,TRUE
"LPIN2",2,0,1,0.660008258481861,0.673512974845848,0.326486955577325,6.95768266347941e-08,0.0475662496337946,0.153460000079906,TRUE
"DLX4",1,0,1,0.657577525352953,0.00519723009622915,0.703783582380299,0.291019187523472,0.0473910687064094,0.152894824869804,FALSE
"TMEM201",1,0,1,0.656998615634409,0.841903867149445,0.157480402342496,0.000615730508058671,0.0473493471615138,0.152760221273088,TRUE
"MOGS",1,0,1,0.656375094041979,3.25166586108679e-09,0.505438901677738,0.494561095070596,0.0473044104757429,0.152615244869543,TRUE
"SLC9C2",1,0,1,0.653767301518985,1.18824028993333e-06,0.999888590358758,0.000110221400952163,0.0471164690241811,0.152008901182712,FALSE
"CCDC28B",1,0,1,0.650003387346084,9.96843350374975e-08,0.0503624521717882,0.949637448143877,0.0468452068409469,0.151133745058753,TRUE
"TPST1",2,0,1,0.649797425773439,0.0114811021514916,0.949393478286894,0.0391254195616144,0.0468303633606518,0.151085856471681,TRUE
"PDIA6",2,0,2,0.320625324108967,0.120591091840199,0.878303134834707,0.00110577332509467,0.0231072020834457,0.14909862605828,TRUE
